table_name,comments
R_LITH_COLOR,REFERENCE LITHOLOGIC COLOR:  Basic color or color adjective of  lithologic components such as red
R_LITH_COLLECT_METHOD,REFERENCE LITHOLOGIC SAMPLE COLLECTION METHOD:  a list of the valid methods used to collect lithologic samples.
R_LITH_BOUNDARY_TYPE,REFERENCE LITHOLOGIC BOUNDARY TYPE: Type of boundary occurring between  two adjacent rock intervals(e.g.
R_LITH_ABUNDANCE,REFERENCE LITHOLOGIC  ABUNDANCE:  Relative abundance of each color  rank (first
R_LITHOLOGY,REFERENCE LITHOLOGY: This reference table describes the major lithologic types.  For example sandstone
R_LINER_TYPE,REFERENCE LINER TYPE: This reference table describes the type of liner used in the borehole. For example
R_LIC_STATUS_TYPE,LICENSE STATUS TYPE:  the type of status described for the license.  Could be working
R_LICENSE_STATUS,LICENSE STATUS:  the status of the license
R_LEGAL_SURVEY_TYPE,REFERENCE LEGAL SURVEY TYPE: A reference table identifying valid survey types used for legal descriptions.  For example
R_LEASE_UNIT_TYPE,REFERENCE LEASE UNIT TYPE:  A reference table identifying the type of  production lease or unit.For example
R_LEASE_UNIT_STATUS,REFERENCE LEASE UNIT STATUS:  A reference table identifying the  operational or legal status of the production lease or unit.
R_LANGUAGE,REFERENCE LANGUAGE:  The form of a means of communicating ideas or feelings by the use of conventionalized signs
R_ROAD_CONTROL_TYPE,REFERENCE ROAD CONTROL TYPE:  The type of controls in place to access a road
R_ROAD_CONDITION,REFERENCE ROAD CONDITION:  a valid list of road conditions.  Road conditions provide important environmental
R_RM_THESAURUS_XREF,REFERENCE THESAURUS CROSS REFERENCE TYPE:  Use this value to indicate the relationship between words in two thesaurii
R_RMII_STATUS_TYPE,RECORDS MANAGEMENT STATUS TYPE:  The type of status that is being defined
R_RMII_STATUS,REFERENCE RECORDS MANAGEMENT STATUS:  within the domain of a specific STATUS TYPE
R_RMII_QUALITY_CODE,REFERENCE RECORDS MANAGEMENT INFORMATION ITEM QUALITY CODE:  A code indicating the quality of the information contained on the information item.
R_RMII_METADATA_TYPE,METADATA CODE TYPE:  The category or type of information
R_RMII_METADATA_CODE,META DATA CODE:  A code assigned to a meta data value
R_RMII_GROUP_TYPE,REFERENCE RECORDS MANAGEMENT INFORMATION ITEM GROUP TYPE:  The type of information item group
R_RMII_DESC_TYPE,DESCRIPTION TYPE:  The type of description for the information item.  Could be a scale reference
R_RMII_DEFICIENCY,REFERENCE RECORDS MANAGEMENT INFORMATION ITEM DEFICIENCY TYPE:  a list of the types of deficiencies that may be noted on an information item.
R_RMII_CONTENT_TYPE,RM INFORMATION ITEM CONTENT TYPE: The type of content associated with a records management information item
R_RMII_CONTACT_TYPE,RECORDS MANAGEMENT CONTACT TYPE:  The type of contact for an information item
R_RIG_TYPE,REFERENCE RIG TYPE: A reference table describing the type of rig installation.  For example land
R_RIG_SWIVEL_TYPE,SWIVEL TYPE:  A mechanical device that must simultaneously suspend the weight of the drillstring
R_RIG_SUBSTRUCTURE,SUBSTRUCTURE: Foundation on which the derrick and engines sit. Contains space for storage and well control equipment. (http://www.oilonline.com/info/glossary.asp)
R_RIG_PUMP_FUNCTION,PUMP FUNCTION: The function filled by the pump.
R_RIG_PUMP,PUMP TYPE:  The pump on a rig is used to circulate materials in the well bore.  Use this table to describe the type of pump.
R_RIG_OVERHEAD_TYPE,RIG OVERHEAD EQUIPMENT TYPE:  The class or type over overhead equipment
R_RIG_OVERHEAD_CAPACITY,RIG OVERHEAD EQUIPMENT CAPACITY TYPE:  The type of capacity for the overhead equipmetn
R_RIG_MAST,MAST TYPE:  The structure used to support the crown blocks and the drillstring. Masts are usually rectangular or trapezoidal in shape and offer a very good stiffness
R_RIG_HOOKBLOCK_TYPE,HOOK or HOOKBLOCK TYPE:  The high-capacity J-shaped equipment used to hang various other equipment
R_RIG_GENERATOR_TYPE,GENERATOR or PLANT TYPE:  The type of generator or plant
R_RIG_DRAWWORKS,DRAWWORKS TYPE:  The machine on the rig consisting of a large-diameter steel spool
R_RIG_DESILTER_TYPE,DESILTER TYPE: A hydrocyclone much like a desander except that its design incorporates a greater number of smaller cones. As with the desander
R_INCIDENT_SUBST_ROLE,REFERENCE HSE INCIDENT SUBSTANCE ROLE:  Identifies the role played by a substance in an HSE Incident.  Could be a spilled substance
R_INCIDENT_SUBSTANCE,REFERENCE HSE INCIDENT SUBSTANCE:  Identifies any substance involved with an HSE incident.  This may be a hydrocarbon
R_INCIDENT_RESP_RESULT,REFERENCE INCIDENT RESPONSE RESULT:  The result of the action taken
R_INCIDENT_INTERACT_TYPE,REFERENCE HSE INCIDENT INTERACTION TYPE:  the type of interaction among components of an incident.
R_INCIDENT_CAUSE_TYPE,REFERENCE INCIDENT CAUSE TYPE:  A list of valid causes of an event
R_INCIDENT_CAUSE_CODE,REFERENCE INCIDENT CAUSE CODE:  a code that refines the general cause of an incident.
R_INCIDENT_BA_ROLE,REFERENCE INCIDENT BA ROLE:The role or function of a party in an incident
R_IMAGE_SECTION_TYPE,R IMAGE SECTION TYPE:  The type of section on an image
R_IMAGE_CALIBRATE_METHOD,R  IMAGE CALIBRATION METHOD:  The method used to calibrate an image
R_HSE_RESPONSE_TYPE,REFERENCE INCIDENT ACTION RESPONSE TYPE: A valid type of action taken in response to an incident
R_HSE_INCIDENT_DETAIL,REFERENCE INCIDENT DETAIL:  The details about the incident
R_HSE_INCIDENT_COMP_TYPE,REFERENCE INCIDENT COMPONENT TYPE:  Use this column to describe the type of component associated with the incident
R_HSE_COMP_ROLE,REFERENCE INCIDENT COMPONENT ROLE:  Use this table to keep track of the role that an object plays in an HSE incident.
R_HORIZ_DRILL_TYPE,REFERENCE HORIZONTAL DRILLING TYPE: This reference table defines the type of horizontal drilling. For example
R_HORIZ_DRILL_REASON,REFERENCE HORIZONTAL DRILLING REASON CODE: This reference table identifies the reason for drilling a horizontal well. For example
R_HOLE_CONDITION,REFERENCE HOLE CONDITION: A reference table describing the condition of the wellbore.  For example washed-out
R_GRANTED_RIGHT_TYPE,GRANTED RIGHT TYPE: The type of right granted to the holder.  May  include title
R_GEOMETRY_TYPE,GEOMETRY TYPE: The type of geometry
R_GEOMETRY_FORMAT,GEOMETRY FORMAT:  the format that has been used to spatially enable this data.  May be SDE
R_FOS_XREF,FOSSILTAXONOMIC GROUP:  The taxonomic group that has been assigned to a fossil. Fossils may belong to a genus
R_FOS_TAXON_LEVEL,FOSSILTAXONOMIC LEVEL:  The level of the taxonomic hierarchy at which this leaf has been identified
R_FOS_TAXON_GROUP,FOSSILTAXONOMIC GROUP:  The taxonomic group that has been assigned to a fossil such as ostracod
R_FOS_TAI_COLOR,REFERENCE THERMAL ALTERATION INDEX COLOR:  the name of the color assigned to the thermal alteration index.
R_FOS_OBS_TYPE,FOSSIL OBSERVATION TYPE:  The type of observation that is recorded
R_FOS_NAME_SET_TYPE,FOSSIL NAME SET TYPE:  The type of fossil name set
R_FOS_LIFE_HABIT,FOSSIL LIFE HABIT:  The life habit of the fossil
R_FOS_DESC_TYPE,FOSSIL DESCRIPTION TYPE:  A list of valid description types for fossils.  May include descriptors such as color
R_FOS_DESC_CODE,FOSSIL DESCRIPTION CODE:  A list of valid code values for each type of fossil description type.  Note the two part primary key allows each description type to have its own specific lists of code values.
R_FOS_COLOR,FOSSIL COLOR INDEX:  the color of the fossil identified in analysis.  The color of the fossil can vary depending on environmental conditions.
R_FOS_ASSEMBLAGE_TYPE,FOSSIL ASSEMBLAGE TYPE:  a type of fossil assemblage
R_FOS_ALIAS_TYPE,FOSSILTAXON LEAF NAME ALIAS REASO or TYPE:  The type of  taxon leaf alias name that has been created.
R_FOOTAGE_ORIGIN,REFERENCE FOOTAGE ORIGIN: A reference table that identifies the valid points of origin used in measuring the survey footage calls to a well location.
R_FONT_EFFECT,REFERENCE FONT EFFECT:  The special effect assigned to this display
R_FONT,REFERENCE FONT:  A list of valid fonts
R_FLUID_TYPE,REFERENCE FLUID TYPE: A reference table identifying the type of fluids or substances produced by a well or used for various operations. For example oil
R_FIN_XREF_TYPE,FINANCE  CROSS REFERENCE TYPE: The type of relationship between cost center numbers or AFEs.  Could be subordinate
R_FIN_TYPE,REFERENCE FINANCE TYPE: The type of financial reference
R_FIN_STATUS,REFERENCE FINANCE  STATUS:  the current status of  the financial reference
R_FIN_COST_TYPE,REFERENCE FINANCE CENTER COST TYPE:  the type of cost associated with the AFE or cost center.
R_FIN_COMPONENT_TYPE,FINANCE  COMPONENT TYPE:  the reason why the component is associated with the AFE
R_FIELD_TYPE,REFERENCE FIELD TYPE: A reference table identifying the type of field. For example regulatory or locally assigned.
R_FIELD_STATION_TYPE,REFERENCE FIELD STATION TYPE:  The type of field station
R_FIELD_COMPONENT_TYPE,FIELD COMPONENT TYPE: The type of component associated with a field.
R_FAULT_TYPE,REFERENCE FAULT TYPE: A reference table identifying the type of fault. For example normal
R_DIR_SRVY_RECORD,REFERENCE DIRECTIONAL SURVEY RECORD MODE: A reference table identifying valid record modes for Directional Surveys.  For example
R_DIR_SRVY_POINT_TYPE,REFERENCE DIRECTIONAL SURVEY POINT TYPE: A reference table identifying the valid ways survey measurements are obtained for a directional survey observation point.  For example
R_DIR_SRVY_COMPUTE,REFERENCE DIRECTIONAL SURVEY COMPUTATION METHOD: A reference table identifying the valid methods used to compute a directional survey. For example
R_DIR_SRVY_CLASS,REFERENCE DIRECTIONAL SURVEY CLASS: A reference table  identifying valid classes of directional surveys.  For example
R_DIRECTION,DIRECTION:a set of valid compass directions
R_DIGITAL_OUTPUT,REFERENCE DIGITAL OUTPUT:  The format that a parameter is to be output as when reporting or recreating a digital file.
R_DIGITAL_FORMAT,DIGITAL FORMAT:  The digital format
R_DEDUCT_TYPE,R DEDUCTION TYPE:  the type of decution to be made to a payment
R_DECRYPT_TYPE,DECRYPTION TYPE:  the type of decryption that must be done to this file to get at the data.  Examples include unzip
R_DECLINE_TYPE,REFERENCE DECLINE TYPE:  A reference table identifying the type  of decline that is used in decline curve forecast calculations  such as nominal or effective percentatge.
R_DECLINE_CURVE_TYPE,REFERENCE DECLINE CURVE TYPE:  A reference table identifying the type  of decline curve that is used in decline curve forecast calculations  such as exponential
R_DECLINE_COND_TYPE,PRODUCTION DECLINE CURVE CONDITION TYPE:  The type of condition that is described for the production decline analysis
R_DECLINE_COND_CODE,PRODUCTION DECLINE CURVE CONDITION CODE:  a validated set of codes that may be associated with certain types of decline condition types.  Note that only some condition types will have codes. Others will be associated with numberic or text descriptions only.Codes may be used to indicate whether the number of wells includes producing wells
R_DATUM_ORIGIN,REFERENCE GEODETIC DATUM ORIGIN: A reference table identifying the valid origins for Geodetic Datums.  For example
R_DATE_FORMAT_TYPE,DATE FORMAT TYPE:  The type of date format used in this table
R_DATA_STORE_TYPE,DATA STORE TYPE:  the type of data store that is referenced
R_DATA_CIRC_STATUS,STATUS:  Status of the item
R_DATA_CIRC_PROCESS,PROCESS DONE: This process would be used by Records  managers to describe a records managment process
R_CUTTING_FLUID,REFERENCE CUTTING FLUID: This table identifies the type of fluid used to cut the core into samples.
R_CUSHION_TYPE,REFERENCE CUSHION TYPE: A reference table identifying the type of cushion used during a well test.  For example water
R_CURVE_XREF_TYPE,REFERENCE LOG CURVE CROSS REFERENCE TYPE:  The level of the cross reference that is captured.  As this is a breakout table
R_CURVE_TYPE,REFERENCE LOG CURVE TYPE: This reference table identifies the type of wireline log curve recorded during the logging operation. For example
R_CURVE_SCALE,REFERENCE CURVE SCALE: This reference table identifies the type of curve scale. For example
R_CS_TRANSFORM_TYPE,REFERENCE TRANSFORM TYPE: A reference table identifying valid Geodetic Transformation types.  For example
R_CS_TRANSFORM_PARM,REFERENCE TRANSFORM PARAMETERS:  A valid transform parameter that may be applied during a conversion between coordinate systems.
R_ADDRESS_TYPE,REFERENCE ADDRESS TYPE: A reference table identifying valid business associate address types.  For example shipping
R_ADDITIVE_TYPE,REFERENCE WELL TREATMENT ADDITIVE TYPE: This reference table identifies the type of additive used in the treatment fluid during the acidizing job. For example
R_ADDITIVE_METHOD,REFERENCE WELL TREATMENT ADDITIVE METHOD:  The method used for adding the additive to the well bore.  While the patterns of addition may be complex
R_ACTIVITY_TYPE,REFERENCE ACTIVITY:  A reference table identifying the type of activit  y that caused the movement of fluids to occur such as production
R_ACTIVITY_SET_TYPE,REFERENCE ACTIVITY SET TYPE:  The type of activity set
R_ACCOUNT_PROC_TYPE,REFERENCE ACCOUNTING PROCEDURE TYPE:  The type of accounting procedure
R_ACCESS_CONDITION,ACCESS CONDITION CODE:  a set of codified instructions regarding access to a business object.
RM_WELL_LOG,RECORDS MANAGEMENT WELL LOG or WELL LOG CURVE ITEM:  This is a valid sub type of RM INFORMATION ITEM designed to manage well logs and log curves in the records management system.  Details about the well log or curve should be stored in the WELL LOG module.  Rastor images can be stored in RM FILE CONTENT
RM_TRACE_HEADER,RECORDS MANAGEMENT SEISMIC TRACE HEADER:  This table may be used to capture details in the seismic trace header records
RM_THESAURUS_WORD_XREF,RECORDS MANAGEMENT THESAURUS:  A set of words or descriptors about a particular field or set of concepts
RM_THESAURUS_WORD,RECORDS MANAGEMENT THESAURUS WORD:  A term in a thesaurus.  Each term may be subject to one or more glossary definitions.
RM_THESAURUS_GLOSSARY,RECORDS MANAGEMENT THESAURUS GLOSSARY:  A set of definitions that define a term or word in a  thesaurus.For each term there may be one or more glossary defintions
RM_THESAURUS,RECORDS MANAGEMENT THESAURUS:  A set of words or descriptors about a particular field or set of concepts
RM_SPATIAL_DATASET,RECORDS MANAGEMENT SPATIAL DATA SET:  This sub type is used to define information items that are spatial datasets
RM_SEIS_TRACE,RECORDS MANAGEMENT SEISMIC TRACE ITEM:  An item that has been entered into records management that is composed of seismic traces
RM_PHYS_ITEM_STORE,PHYSICAL ITEM STORE: A many to many break out entity betweenphysical item and data store.  Used only when an object has more than one authorized storage  location.  The preferred location is kept literally in physical item
RM_PHYS_ITEM_ORIGIN,PHYSICAL ITEM ORIGIN:  Describes the origins of different physical renderings or copies of a physical item.  For example
RM_PHYS_ITEM_MAINT,PHYSICAL ITEM MAINTENANCE:  Describes maintenance  requirements and activities for physical data.  For tapes
RM_PHYS_ITEM_GROUP,PHYSICAL ITEM GROUP:  use this table to define groups of physical items that are combined to create a logical unit.  You may want to retrieve all at the same time
RM_PHYS_ITEM_CONDITION,RECORDS MANAGEMENT PHYSICAL ITEM CONDITION:  Describes specific condition of a physical item
RM_PHYSICAL_ITEM,PHYSICAL ITEM:  Contains information about the physical renderingof an item. A physical item exists at the level to which it is catalog  uedor stored. For example
RM_MAP,RECORDS MANAGEMENT MAP:  An item that has been entered into records management that is a map or survey drawing
RM_LITH_SAMPLE,RECORDS MANAGEMENT LITHOLOGIC SAMPLE:  One of the valid subtypes of INFORMATION ITEM.  This may be drilling cuttings
RM_KEYWORD,RECORDS MANAGEMENT KEY WORD:  this table captures key words from various thesauruses to describe a dataset.  As many key words from as many thesaurii may be captured as necessary.
RM_INFO_ITEM_STATUS,RECORDS MANAGEMENT INFORMATION ITEM STATUS:  use this table to describe the status of an information item from various points of view (update
PROJECT_CONDITION,PROJECT CONDITION:  This table lists conditions that must be met for the project to proceed.  May be completion of another project
PROJECT_COMPONENT,PROEJCT COMPONENT:  Lists the business objects that are associated with a project
PROJECT_BA_ROLE,PROJECT BUSINESS ASSOCIATE ROLE:  this table can be used to list  multiple roles that are held or carried out by a Business Associate  through the duration of a project.  Roles may include interpreter
PROJECT_BA,PROJECT BUSINESS ASSOCIATE:  this table allows a project to be  associated with all Business Associates who have a role in the  project.  These BAs may be participants
PROJECT_ALIAS,PROJECT ALIAS:  Alternate names and codes that this project is known by.
PROJECT,PROJECT:  a project is an organised work effort directed towards  accomplishing a recognised set of objectives or goals.  In the PPDM  context
PROD_STR_STAT_HIST,PRODUCTION  STRING STATUS: Contains an historical account of the  operating status of the production  string.
PROD_STRING_FORM_ALIAS,PRODUCTION STRING FORMATION ALIAS:  The Alias table contains names
PROD_STRING_FORMATION,PRODUCTION STRING FORMATION:  Represents a specific layer of reservoir  rock through which fluids flow from a reservoir into a string of  production  tubing.  This table can be used to prorate production from  a production string back to individual formations.
R_FAC_STATUS_TYPE,REFERENCE FACILITY STATUS TYPE:  A list of the types of status that may be tracked for a facility
R_FAC_SPEC_REFERENCE,REFERENCE FACILITY SPECIFICATION REFERENCE TYPE:  the type of reference that a specification is measured against.  For examples
R_FAC_PIPE_TYPE,PIPELINE TYPE:  A list of valid types of pipelines.
R_FAC_PIPE_MATERIAL,PIPELINE MATERIAL:  The material that a pipeline is constructed from
R_FAC_PIPE_COVER,PIPELINE COVER TYPE:  A list of valid types of material that covers or surrounds a pipeline that is buried below ground level (or sea level).
R_FAC_MAINT_STATUS_TYPE,REFERENCE FACILITY MAINTAIN STATUS TYPE:  The type or perspective of status for a facility maintenance event
R_FAC_MAINT_STATUS,REFERENCE FACILITY MAINTAIN STATUS:  the status of a facility maintenace event
R_FAC_MAINTAIN_TYPE,FACILITY MAINTENANCE TYPE:  The type of maintenance that is done on a facility
R_FAC_LIC_VIOL_RESOL,REFERENCE LICENSE VIOLATION RESOLUTION TYPE:  The type of resolution to a violation of a license term
R_FAC_LIC_VIOLATION_TYPE,REFERENCE VIOLATION TYPE:  The type of violation of a license that is being recorded.  Can be as simple as failure to submit necessary reports or something more difficult such as improper procedures.
R_FAC_LIC_EXTEND_TYPE,FACILITY LICENSE EXTENSION CONDITION:  The criteria that must be addressed in order for the primary term of the license to be extended.  For example
R_FAC_LIC_DUE_CONDITION,DUE CONDITION:  The state that must be achieved for the condition to become effective.  For example
R_FAC_LIC_COND_CODE,FACILITY LICENSE CONDITION CODE:  A validated code associated with a  type of condition applied to the facility license.
R_FAC_LIC_COND,FACILITY LICENSE CONDITION TYPE:  the type of condition applied to the facility license
R_FAC_FUNCTION,FACILITY FUNCTION:A list of valid functions that are satisifed by a facility
R_FACILITY_XREF_TYPE,FACILITY CROSS REFERENCE TYPE:  the type of relationship between  facilities
R_FACILITY_TYPE,REFERENCE FACILITY TYPE:  A reference table identifying the codes classifying the facility according to its physical equipment or principal  service performed.
R_FACILITY_STATUS,FACILITY STATUS:  The status of the facility
R_FACILITY_SPEC_TYPE,FACILITY SPECIFICATION TYPE:  Use this table to capture the specification measurement type that is captured for a specific facility.  Try not to get confused with equipment specifications.
R_FACILITY_SPEC_CODE,FACILITY SPECIFICATION CODE:  A code for a specification where the result is a text string
R_FACILITY_COMP_TYPE,FACILITY COMPONENT TYPE: The type of component associated with a facility
R_FACILITY_CLASS,FACILITY CLASSIFICATION TYPE: The type of classification assigned to the facility
R_EW_START_LINE,REFERENCE EAST WEST START LINE: A reference table identifyingvalid east-west starting lines for offset distances.  This is used  primarily for non-orthonormal survey blocks such as Texassurveys and California blocks.  For example
R_EW_DIRECTION,REFERENCE EAST-WEST DIRECTION: A reference table identifying valid East-West directions.  For example
R_EQUIP_XREF_TYPE,EQUIPMENT CROSS REFERENCE TYPE:  the type of relationship between two pieces of equipment
R_EQUIP_USE_STAT_TYPE,EQUIPMENT USE STATISTIC TYPE:  Use statistics for equipment are widely varied in nature
R_EQUIP_SYSTEM_CONDITION,REFERENCE EQUIPMENT SYSTEM CONDITION:  A list of conditions that equipment must be in for maintenance to occur
R_EQUIP_STATUS_TYPE,REFERENCE EQUIPMENT STATUS TYPE:  A list of valid types for classifying or grouping status information. Can include financial
R_EQUIP_STATUS,REFERENCE EQUIPMENT STATUS or CONDITION TYPE:  a reference list of the status or condition types valid for a peice of equipment.
R_EQUIP_SPEC_REF_TYPE,EQUIPMENT SPECIFICATION REFERENCE TYPE:  Use this table to indicate the kind of referece point used to describe specifications.  For example
R_EQUIP_SPEC,EQUIPMENT SPECIFICATION:  Use this table to capture the specification or callibration type of measurement that is captured for a specific piece of equipment.
R_EQUIP_REMOVE_REASON,EQUIPMENT REMOVAL REASON:  The reason why this particular piece of equipment was replaced
R_EQUIP_MAINT_STAT_TYPE,REFERENCE MAINTAIN STATUS TYPE:  the type of status
R_EQUIP_MAINT_STATUS,REFERENCE EQUIPMENT MAINTENANCE STATUS:  The status of a maintenance event for a piece of equipment
R_EQUIP_MAINT_REASON,REFERENCE MAINTENANCE REASON: The reason why this maintenance activity was undertaken
R_EQUIP_MAINT_LOC,MAINTENANCE LOCATION TYPE: Whether the maintenance activity was conducted on site
R_EQUIP_INSTALL_LOC,TYPICAL EQUIPMENT INSTALLATION TYPE:  Indicates where this type of equipment would normally be used
R_EQUIP_COMPONENT_TYPE,EQUIPMENT COMPONENT TYPE: The type of component associated with a piece of equipment
R_EQUIP_BA_ROLE_TYPE,EQUIPMENT BUSINESS ASSOCIATE ROLE TYPE:  The role of the business associate
R_ENVIRONMENT,ENVIRONMENT TYPE:  the environment in which operations occur or data is collected (marine
R_ENT_TYPE,ENTITLEMENT TYPE:  the type of entitlement that is described in the row
R_ENT_SEC_GROUP_XREF,REFERENCE ENTITLEMENT SECURITY GROUP CROSS REFERENCE:  The type of relationship between groups
R_ENT_SEC_GROUP_TYPE,REFERENCE ENTITLEMENT SECURITY GROUP TYPE:  The kind of security group that has been created
R_ENT_EXPIRY_ACTION,ENTITLEMENT EXIRY ACTION:  an action that must occur after the entitlement has expired.  For example all copies of the relevant data must be destroyed.
R_ENT_COMPONENT_TYPE,ENTITLEMENT COMPONENT TYPE:  the type of entitlement component
R_ENT_ACCESS_TYPE,ENTITLEMENT ACCESS TYPE:  the type of access entitlement that is described in the row
R_ENHANCED_REC_TYPE,REFERENCE ENHANCED RECOVERY TYPE:  A reference table identifying the t  ypes of method used for enhanced recovery of petroleum substances.
R_ENCODING_TYPE,ENCODING TYPE: The type of encoding that has been applied to a digital file.  May include security encryption
R_EMPLOYEE_STATUS,EMPLOYEE STATUS:  a reference table listing valid values for the status of an employee or consultant.  May be consultant
R_EMPLOYEE_POSITION,EMPLOYEE POSITION:  A reference table listing valid types of employee positions.  This list may come from human resource departments.
R_ECOZONE_XREF,ECOZONE CROSS REFERENCE TYPE:  the type of cross reference between ecozones
R_ECOZONE_TYPE,REFERENCE ECOZONE TYPE:  the type of ecozone that has been referenced
R_ECOZONE_HIER_LEVEL,ECOZONE HIERARCHY LEVEL:  Indicates whether the relationship between parent and child is parent child
R_ECONOMIC_SCHEDULE,ECONOMIC SCHEDULE:  a reference table that contains a list of the types of values that are described in the economics run.  Future versions of the model may re-engineer this table to support additional functionality.
R_ECONOMIC_SCENARIO,ECONOMIC SCENARIO:  A reference table identifying the economic scenarios which have been set up to allow economics to be run under multiple pricing and operating cost assumptions (scenarios).
R_DRILL_TOOL_TYPE,REFERENCE DRILL TOOL TYPE: This reference tables describes the types of drill tools.  For example cable or rotary.
R_DRILL_STAT_TYPE,DRILLING STATISTIC TYPE:  Use this table to define valid well operations or drilling statistics that are not explicitly defined in the PPDM data model.  Use the PPDM PROPERTY SET and PPDM PROPERTY COLUMN tables to define how each kind of statistic should be captured.
R_DRILL_STAT_CODE,DRILLING STATISTIC CODE:  Use this table to define valid statistic or metrics values where the value is selected from a list.  Each type of statistic may contain its own set of valid codes using this table.
R_DRILL_REPORT_TIME,REFERENCE DRILL REPORT TIME:a list of the valid points in a reporting period
R_DRILL_HOLE_POSITION,DRILLING HOLE POSITION:  The location on a vessel that describes the position of the drilling hole through which operations proceed.
R_DRILL_BIT_TYPE,REFERNCE DRILLING BIT TYPE: This reference table identifies the type of drilling bit used to drill the wellbore segment.
R_DRILL_BIT_JET_TYPE,DRILL BIT JET TYPE:  Describes the type of jet used � for instance
R_DRILL_BIT_DETAIL_TYPE,DRILL BIT DETAILTYPE:  Use this table to capture any additional detail about the bit and its condition or use that is not otherwise captured in the model.
R_DRILL_BIT_DETAIL_CODE,DRILL BIT DETAILCODE:  this table captures the kinds of codes needed to describe each kind of detail record
R_DRILL_BIT_CONDITION,DRILL BIT CONDITION:  the condition of the drill bit when it is pulled from the hole
R_DRILL_ASSEMBLY_COMP,DRILL ASSEMBLY COMPONENT TYPE:  A reference table describing the type of component that has been placed on the assembly.  Specific equipment parameters
R_DRILLING_MEDIA,REFERENCE DRILLING MEDIA: A reference table identifying the various drilling media type present in a wellbore.  Commonly refered to as MUD TYPE.  For example chemical gel mud
R_DOC_STATUS,DOCUMENT STATUS:  The status of the document.  Can include whether the document has been executed
R_DOCUMENT_TYPE,DOCUMENT TYPE:  The type of document.  ie:  monthly periodical or technical publication or specificiation.  Could also be a report or analysis.
R_DIST_REF_PT,REFERENCE DISTANCE REFERENCE POINT: A reference table for the location name  or reference point for measurement of distance to an object (e.g. offshore well) or point.  Examples: Cape Fear
R_DIR_SRVY_TYPE,REFERENCE DIRECTIONAL SURVEY TYPE: A reference table  identifying valid types of Directional Surveys.  For example
R_CONSULT_ROLE,CONSULTATION BA ROLE:  A list of valid roles that can be played by participants in a consultation.  Examples include counsil
R_CONSULT_RESOLUTION,CONSULTATION RESOLUTION:  a valid type of resolution to an issue raised in consultation
R_CONSULT_REASON,CONSULTATION REASON:  the reason the consultation has been undertaken.  Could be to obtain compliance with a specific regulation or to negotiate a contract etc.
R_CONSULT_ISSUE_TYPE,CONSULTATION ISSUE TYPE:  A list of valid consultation detail  types.  Details may include the issues that are raised or resolved etc.
R_CONSULT_DISC_TYPE,CONSULTATION DISCUSSION TYPE:  the nominal  type of discussion that was held
R_CONSULT_COMP_TYPE,CONSULTATION COMPONENT TYPE:  the type of component that is associated with the consultation.  Could be  a land right
R_CONSULT_ATTEND_TYPE,CONSULTATION ATTENDANCE TYPE:  the type of attendance at a discussion
R_CONSENT_TYPE,CONSENT TYPE:  the type of consent sought
R_CONSENT_STATUS,CURRENT CONSENT STATUS:  the current status of this consent such as approved
R_CONSENT_REMARK,CONSENT REMARK TYPE:  a code classifying the remark or type of remark.
R_CONSENT_CONDITION,CONSENT CONDITION:  A condition that has been imposed as a result of the consent granted.  Each condition is based on the condition type
R_CONSENT_COMP_TYPE,CONSENT COMPONENT TYPE: The type of component associated with a consent
R_CONSENT_BA_ROLE,CONSENT BUSINESS ASSOCIATE ROLE:  Describes the role played by a business associate in obtaining a consent
R_CONFORMITY_RELATION,REFERENCE CONFORMITY RELATION:  A descriptor assigned to formation  picks that identifies the type of conformity relationship that  describes the surface that was picked.  May be unconformity
R_CONFIDENTIAL_TYPE,REFERENCE CONFIDENTIALITY TYPE: A reference table that describes the types of confidentiality types usually associated with a well.  For example confidential
R_CONFIDENTIAL_REASON,REFERENCE CONFEDENTIALITY REASON:  The reason why information or records are confidential
R_CONFIDENCE_TYPE,CONFIDENCE TYPE:  the type of confidence that is associated with this value.  For biostratigraphic analysis
R_CONDITION_TYPE,CONDITION TYPE:  The type of condition that the physical item is in
R_COMPLETION_TYPE,REFERENCE COMPLETION TYPE: A reference table identifying the types of well completions or methods.  For example perforation
R_COMPLETION_STATUS_TYPE,REFERENCE COMPLETION STATUS TYPE: This reference table defines the group or type of status
R_COMPLETION_STATUS,REFERENCE COMPLETION STATUS: This reference table defines the type of completion or perforation status. For example
R_COMPLETION_METHOD,R WELL COMPLETION METHOD:  a reference table identifying the type of  aperature through which the fluid entered into the well tubing.
R_COLOR_PALETTE,COLOR PALETTE:  Identifier for the palette that defines the set of colors in use.  Palettes include web safe palettes (216 colors)
R_COLOR_FORMAT,R COLOR FORMAT:  For digital files
R_COLOR,REFERENCE COLOR:  A list of valid colors.  If wished
R_COLLAR_TYPE,REFERENCE COLLAR TYPE:This reference table identifies the type of collar used to couple the tubular with another tubing string.
R_CODE_VERSION_XREF_TYPE,REFERENCE CODE VERSION CROSS REFERENCE TYPE: The type of relationship between two reference values in a table
R_CLIMATE,CLIMATE TYPE:  A valid type of climate
R_CLASS_SYST_XREF_TYPE,CLASSIFICATION SYSTEM CROSS REFERENCE TYPE:  Use this table to indicate types of relationships between classification systems.  For example
