TABLE_NAME,PKCOLUMNNAME,RTABLE,RCOLUMNNAME
PDEN_FIELD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PDEN_FACILITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PALEO_THERMAL_ALT_IND,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PALEO_FOSSIL_IND,SOURCE,R_SOURCE,SOURCE
OBLIG_SUBSTANCE,SOURCE,R_SOURCE,SOURCE
OBLIG_BA_SERVICE,SOURCE,R_SOURCE,SOURCE
PALEO_SUMMARY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
OBLIG_XREF,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
OBLIG_PAYMENT_RATE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LITH_MEASURED_SEC,SOURCE,R_SOURCE,SOURCE
NOTIF_BA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LITH_POROSITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LITH_LOG_REMARK,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LEGAL_TEXAS_LOC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LEGAL_LOC_REMARK,SOURCE,R_SOURCE,SOURCE
LEGAL_DLS_LOC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LAND_RIGHT_INSTRUMENT,SOURCE,R_SOURCE,SOURCE
INT_SET_XREF,SOURCE,R_SOURCE,SOURCE
LAND_RIGHT_REST,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LAND_RIGHT_POOL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LAND_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
INT_SET_PARTNER_CONT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
INT_SET_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
INSTRUMENT_AREA,SOURCE,R_SOURCE,SOURCE
HSE_INCIDENT_SUBSTANCE,SOURCE,R_SOURCE,SOURCE
HSE_INCIDENT_RESPONSE,SOURCE,R_SOURCE,SOURCE
HSE_INCIDENT_EQUIV,SOURCE,R_SOURCE,SOURCE
INSTRUMENT_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
INSTRUMENT_AREA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
HSE_INCIDENT_RESPONSE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
HSE_INCIDENT_CLASS_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FOSSIL_TAXON_LEAF,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FIN_COST_SUMMARY,SOURCE,R_SOURCE,SOURCE
FIELD_AREA,SOURCE,R_SOURCE,SOURCE
FACILITY_LIC_TYPE,SOURCE,R_SOURCE,SOURCE
FIELD_VERSION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FIELD_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FACILITY_LIC_ALIAS,SOURCE,R_SOURCE,SOURCE
EQUIPMENT_MAINT_TYPE,SOURCE,R_SOURCE,SOURCE
EQUIPMENT_ALIAS,SOURCE,R_SOURCE,SOURCE
FACILITY_LIC_REMARK,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
ENT_SECURITY_GROUP_XREF,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CS_PRIME_MERIDIAN,SOURCE,R_SOURCE,SOURCE
CONT_AREA,SOURCE,R_SOURCE,SOURCE
CONT_ALIAS,SOURCE,R_SOURCE,SOURCE
CONTEST_PARTY,SOURCE,R_SOURCE,SOURCE
ENTITLEMENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CONT_EXTENSION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CONSULT_ISSUE,SOURCE,R_SOURCE,SOURCE
CONSULT_DISC,SOURCE,R_SOURCE,SOURCE
CONSENT_BA,SOURCE,R_SOURCE,SOURCE
CONSENT,SOURCE,R_SOURCE,SOURCE
CLASS_LEVEL_COMPONENT,SOURCE,R_SOURCE,SOURCE
CAT_ADDITIVE_ALIAS,SOURCE,R_SOURCE,SOURCE
CAT_ADDITIVE,SOURCE,R_SOURCE,SOURCE
CONSULT_DISC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CONSENT_BA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CONSENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CLASS_LEVEL_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CAT_EQUIP_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
BA_PREFERENCE_LEVEL,SOURCE,R_SOURCE,SOURCE
BA_LICENSE_STATUS,SOURCE,R_SOURCE,SOURCE
BA_CONSORTIUM_SERVICE,SOURCE,R_SOURCE,SOURCE
BA_LICENSE_COND_CODE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
BA_CONTACT_INFO,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_TEST,SOURCE,R_SOURCE,SOURCE
WELL_NODE,SOURCE,R_SOURCE,SOURCE
APPLIC_BA,SOURCE,R_SOURCE,SOURCE
WELL_TEST_FLOW_MEAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_TEST_FLOW,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_NODE_VERSION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_MUD_PROPERTY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_LOG_AXIS_COORD,SOURCE,R_SOURCE,SOURCE
WELL_DRILL_CHECK,SOURCE,R_SOURCE,SOURCE
WELL_LOG_CURVE_SCALE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_DRILL_MUD_WEIGHT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PDEN_VOLUME_ANALYSIS,SOURCE,R_SOURCE,SOURCE
SEIS_PROC_PLAN_PARM,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SEIS_PROC_PARM,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CONT_ACCOUNT_PROC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SAMPLE_GAS_ANALYSIS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_WO_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_WELL_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_TRANS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SOURCE_ORIGIN,SOURCE,R_SOURCE,SOURCE
R_SOURCE,ROW_SOURCE,R_SOURCE,SOURCE
R_SF_XREF_TYPE,SOURCE,R_SOURCE,SOURCE
R_SEIS_PICK_METHOD,SOURCE,R_SOURCE,SOURCE
R_SCALE_TRANSFORM,SOURCE,R_SOURCE,SOURCE
R_PROJ_STEP_TYPE,SOURCE,R_SOURCE,SOURCE
R_PROJECT_CONDITION,SOURCE,R_SOURCE,SOURCE
R_SF_XREF_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_PICK_METHOD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SCALE_TRANSFORM,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SAMPLE_SHAPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PROJ_STEP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PROJECT_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_SCHEMA_ENTITY,SOURCE,R_SOURCE,SOURCE
R_PPDM_RULE_XREF_TYPE,SOURCE,R_SOURCE,SOURCE
R_OBLIG_TYPE,SOURCE,R_SOURCE,SOURCE
R_LITH_CONSOLIDATION,SOURCE,R_SOURCE,SOURCE
R_LITH_COLOR,SOURCE,R_SOURCE,SOURCE
R_INST_DETAIL_REF_VALUE,SOURCE,R_SOURCE,SOURCE
R_PHYSICAL_ITEM_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LAND_OFFRING_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_FAC_PIPE_COVER,SOURCE,R_SOURCE,SOURCE
R_FAC_LIC_EXTEND_TYPE,SOURCE,R_SOURCE,SOURCE
R_DEDUCT_TYPE,SOURCE,R_SOURCE,SOURCE
R_COLOR,SOURCE,R_SOURCE,SOURCE
R_ACCESS_CONDITION,SOURCE,R_SOURCE,SOURCE
RM_THESAURUS_WORD,SOURCE,R_SOURCE,SOURCE
RM_THESAURUS,SOURCE,R_SOURCE,SOURCE
R_APPLIC_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ADDITIVE_METHOD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RM_THESAURUS_WORD_XREF,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RM_SEIS_TRACE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RM_CIRC_PROCESS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PROJECT_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CS_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
Z_WELL_TOUR_OCCURRENCE,WATER_FLOW_SEVERITY,R_SEVERITY,SEVERITY
Z_WELL_GAS_ANAL_DETAIL,FLUID_TYPE,R_FLUID_TYPE,FLUID_TYPE
Z_WELL_GAS_ANALYSIS,WELL_TEST_TYPE,R_WELL_TEST_TYPE,WELL_TEST_TYPE
Z_WELL_GAS_ANALYSIS,ANALYSIS_QUALITY,R_QUALITY,QUALITY
WORK_ORDER_INSTRUCTION,INSTRUCTION_TYPE,R_WO_INSTRUCTION,INSTRUCTION_TYPE
WORK_ORDER_CONDITION,WORK_ORDER_TYPE,R_WO_CONDITION,WORK_ORDER_TYPE
WORK_ORDER_CONDITION,WORK_ORDER_CONDITION,R_WO_CONDITION,WORK_ORDER_TYPE
WORK_ORDER_COMPONENT,COMPONENT_TYPE,R_WO_COMPONENT_TYPE,COMPONENT_TYPE
WELL_VERSION,STATUS_TYPE,R_WELL_STATUS,STATUS
WELL_TREATMENT,ADDITIVE_TYPE,R_ADDITIVE_TYPE,ADDITIVE_TYPE
WELL_TEST_SHUTOFF,SHUTOFF_TYPE,R_TEST_SHUTOFF_TYPE,TEST_SHUTOFF_TYPE
WELL_TEST_RECOVERY,RECOVERY_SHOW_TYPE,R_SHOW_TYPE,SHOW_TYPE
WELL_TEST_CONTAMINANT,CONTAMINANT_TYPE,R_CONTAMINANT_TYPE,CONTAMINANT_TYPE
WELL_TEST,PRIMARY_FLUID_RECOVERED,R_FLUID_TYPE,FLUID_TYPE
WELL_PRESSURE_AOF,AOF_CALCULATE_METHOD,R_AOF_CALC_METHOD,AOF_CALCULATE_METHOD
WELL_POROUS_INTERVAL,POROSITY_QUALITY,R_QUALITY,QUALITY
WELL_POROUS_INTERVAL,POROSITY_TYPE,R_POROSITY_TYPE,POROSITY_TYPE
WELL_PERFORATION,PERFORATION_METHOD,R_PERFORATION_METHOD,PERFORATION_METHOD
WELL_PERFORATION,COMPLETION_STATUS,R_COMPLETION_STATUS,STATUS_TYPE
WELL_NODE,LOCATION_TYPE,R_LOCATION_TYPE,LOCATION_TYPE
WELL_MUD_PROPERTY,MUD_PROPERTY_CODE,R_MUD_PROPERTY_CODE,MUD_PROPERTY
WELL_LOG_CURVE_SCALE,SCALE_TRANSFORM_TYPE,R_SCALE_TRANSFORM,SCALE_TRANSFORM
WELL_LOG_CURVE_SCALE,BACKUP_CURVE_SCALE,R_CURVE_SCALE,CURVE_SCALE_TYPE
WELL_LICENSE_STATUS,LICENSE_STATUS,R_LICENSE_STATUS,LICENSE_STATUS
WELL_LICENSE_COND,CONDITION_TYPE,R_WELL_LIC_COND_CODE,CONDITION_TYPE
WELL_LICENSE_COND,CONDITION_TYPE,R_WELL_LIC_COND,CONDITION_TYPE
WELL_LICENSE_ALIAS,LANGUAGE_ID,R_LANGUAGE,LANGUAGE_ID
WELL_DRILL_WEATHER,WEATHER_CONDITION,R_WEATHER_CONDITION,WEATHER_CONDITION
WELL_DRILL_STATISTIC,STATISTIC_TYPE,R_DRILL_STAT_TYPE,STATISTIC_TYPE
WELL_DRILL_PERIOD,REPORT_TIME_TYPE,R_DRILL_REPORT_TIME,REPORT_TIME_TYPE
WELL_DRILL_PERIOD,REPORTED_RIG_REL_TIMEZONE,R_TIMEZONE,TIMEZONE
WELL_DRILL_PERIOD,CIRC_PRESSURE_TYPE,R_WELL_CIRC_PRESS_TYPE,CIRC_PRESSURE_TYPE
WELL_DIR_SRVY,RECORD_MODE,R_DIR_SRVY_RECORD,RECORD_MODE
WELL_CORE_SAMPLE_ANAL,KVERT_QUALIFIER,R_OPERAND_QUALIFIER,OPERAND_QUALIFIER
WELL_ACTIVITY_TYPE_ALIAS,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
WELL_ACTIVITY_SET,ACTIVITY_SET_TYPE,R_ACTIVITY_SET_TYPE,ACTIVITY_SET_TYPE
WELL,CURRENT_STATUS,R_WELL_STATUS,STATUS_TYPE
STRAT_WELL_SECTION,PICK_QUALIFIER,R_PICK_QUALIFIER,PICK_QUALIFIER
STRAT_UNIT_DESCRIPTION,DESCRIPTION_TYPE,R_STRAT_DESC_TYPE,DESCRIPTION_TYPE
STRAT_NODE_VERSION,NODE_LOC_TYPE,R_STRAT_FLD_NODE_LOC,NODE_LOC_TYPE
STRAT_NODE_VERSION,EW_DIRECTION,R_EW_DIRECTION,EW_DIRECTION
STRAT_FIELD_SECTION,PICK_QUALITY,R_PICK_QUALITY,PICK_QUALITY
STRAT_FIELD_SECTION,TVD_METHOD,R_TVD_METHOD,TVD_METHOD
STRAT_FIELD_SECTION,CONFORMITY_RELATIONSHIP,R_CONFORMITY_RELATION,CONFORMITY_RELATIONSHIP
STRAT_COLUMN_XREF,STRAT_COLUMN_XREF_TYPE,R_STRAT_COL_XREF_TYPE,STRAT_COLUMN_XREF_TYPE
STRAT_COLUMN_UNIT,STRAT_INTERPRET_METHOD,R_STRAT_INTERP_METHOD,STRAT_INTERPRET_METHOD
SP_ZONE_DEFINITION,ZONE_DERIVATION_METHOD,R_SP_ZONE_DERIV,ZONE_DERIVATION_METHOD
SP_POINT,LOCATION_TYPE,R_LOCATION_TYPE,LOCATION_TYPE
SP_POINT,LOCATION_QUALITY,R_LOCATION_QUALITY,LOCATION_QUALITY
SP_POINT,REFERENCE_DATUM,R_SEIS_REF_DATUM,REFERENCE_DATUM
SP_PARCEL_CONGRESS,NS_DIRECTION,R_NS_DIRECTION,NS_DIRECTION
SP_PARCEL_CARTER,NS_DIRECTION,R_NS_DIRECTION,NS_DIRECTION
SP_LINE_POINT_VERSION,VERSION_TYPE,R_SP_POINT_VERSION_TYPE,VERSION_TYPE
SP_LINE_POINT,LOCATION_QUALITY,R_LOCATION_QUALITY,LOCATION_QUALITY
SP_COMPONENT,SP_COMPONENT_TYPE,R_SPATIAL_DESC_COMP_TYPE,SP_COMPONENT_TYPE
SF_WASTE_DISPOSAL,ADJUST_REASON,R_WASTE_ADJUST_REASON,ADJUST_REASON
SF_WASTE_DISPOSAL,WASTE_HAZARD,R_WASTE_HAZARD_TYPE,WASTE_HAZARD
SF_WASTE_DISPOSAL,SERVICE_TYPE,R_BA_SERVICE_TYPE,BA_SERVICE_TYPE
SF_RIG_BOP,INPUT_TYPE,R_INPUT_TYPE,INPUT_TYPE
SF_MAINTAIN,MAINTAIN_TYPE,R_SF_MAINTAIN_TYPE,SF_TYPE
SF_GEOMETRY,GEOMETRY_TYPE,R_GEOMETRY_TYPE,GEOMETRY_TYPE
SF_GEOMETRY,GEOMETRY_FORMAT,R_GEOMETRY_FORMAT,GEOMETRY_FORMAT
SF_COMPONENT,SF_COMPONENT_TYPE,R_SF_COMPONENT_TYPE,SF_COMPONENT_TYPE
SF_ALIAS,ALIAS_REASON_TYPE,R_ALIAS_REASON_TYPE,REASON_TYPE
SF_ALIAS,LANGUAGE_ID,R_LANGUAGE,LANGUAGE_ID
SEIS_SP_SURVEY,NS_START_LINE,R_NS_START_LINE,NS_START_LINE
SEIS_SP_SURVEY,EW_DIRECTION,R_EW_DIRECTION,EW_DIRECTION
SEIS_SEGMENT,SEIS_STATION_TYPE,R_SEIS_STATION_TYPE,SEIS_STATION_TYPE
SEIS_POINT,REFERENCE_DATUM,R_SEIS_REF_DATUM,REFERENCE_DATUM
SEIS_LINE,DIMENSION,R_SEIS_DIMENSION,SEIS_DIMENSION
SEIS_LICENSE_COND,CONDITION_CODE,R_SEIS_LIC_COND_CODE,CONDITION_CODE
SEIS_INTERP_SET,PICK_METHOD,R_SEIS_PICK_METHOD,PICK_METHOD
SEIS_INTERP_SET,INTERP_TYPE,R_INTERP_TYPE,INTERP_TYPE
SEIS_ACTIVITY,SEIS_ACTIVITY_TYPE,R_SEIS_ACTIVITY_TYPE,SEIS_ACTIVITY_TYPE
SEIS_ACTIVITY,SEIS_ACTIVITY_CLASS,R_SEIS_ACTIVITY_TYPE,SEIS_ACTIVITY_TYPE
SAMPLE_GAS_ANAL_DETAIL,ANALYSIS_PROPERTY,R_ANAL_PROPERTY_CODE,ANALYSIS_PROPERTY
SAMPLE_GAS_ANALYSIS,FLUID_TYPE,R_FLUID_TYPE,FLUID_TYPE
RM_PHYS_ITEM_CONDITION,CONDITION_TYPE,R_CONDITION_TYPE,CONDITION_TYPE
RM_PHYS_ITEM_CONDITION,CORRECTION_METHOD,R_CORRECTION_METHOD,CORRECTION_METHOD
RM_PHYSICAL_ITEM,ITEM_CATEGORY,R_ITEM_SUB_CATEGORY,ITEM_SUB_CATEGORY
RM_PHYSICAL_ITEM,ITEM_SUB_CATEGORY,R_ITEM_SUB_CATEGORY,ITEM_CATEGORY
RM_PHYSICAL_ITEM,RETENTION_PERIOD,R_RETENTION_PERIOD,RETENTION_PERIOD
RM_INFO_ITEM_STATUS,STATUS_TYPE,R_RMII_STATUS,STATUS
RM_INFO_ITEM_STATUS,STATUS,R_RMII_STATUS,STATUS_TYPE
RM_INFO_ITEM_ORIGIN,INFORMATION_PROCESS,R_INFORMATION_PROCESS,INFORMATION_PROCESS
RM_INFO_ITEM_MAINT,MAINT_PERIOD_TYPE,R_PERIOD_TYPE,PERIOD_TYPE
RM_INFO_ITEM_ALIAS,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
RM_DATA_STORE_ITEM,ITEM_CATEGORY,R_ITEM_SUB_CATEGORY,ITEM_SUB_CATEGORY
RM_CREATOR,CREATOR_TYPE,R_CREATOR_TYPE,CREATOR_TYPE
RESENT_XREF,XREF_TYPE,R_RESENT_XREF_TYPE,XREF_TYPE
RESENT_VOL_SUMMARY,VOLUME_METHOD,R_RESENT_VOL_METHOD,VOLUME_METHOD
RATE_SCHEDULE_XREF,RATE_SCHEDULE_XREF_TYPE,R_RATE_SCHED_XREF,RATE_SCHEDULE_XREF_TYPE
PR_STR_FORM_STAT_HIST,STATUS,R_PROD_STR_FM_STATUS,STATUS
PROJ_STEP_CONDITION,PROJECT_TYPE,R_PROJECT_CONDITION,PROJECT_CONDITION
PROJ_STEP_CONDITION,PROJECT_CONDITION,R_PROJECT_CONDITION,PROJECT_TYPE
PROJECT_CONDITION,PROJECT_TYPE,R_PROJECT_CONDITION,PROJECT_CONDITION
PROJECT,PROJECT_TYPE,R_PROJECT_TYPE,PROJECT_TYPE
PROD_STR_STAT_HIST,STATUS_TYPE,R_PROD_STRING_STATUS,STATUS
PROD_STRING_COMPONENT,PROD_STRING_COMPONENT_TYPE,R_PROD_STRING_COMP_TYPE,PROD_STRING_COMPONENT_TYPE
PROD_STRING,PLOT_SYMBOL,R_PLOT_SYMBOL,PLOT_SYMBOL
PROD_LEASE_UNIT_ALIAS,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
PPDM_SYSTEM_ALIAS,LANGUAGE_ID,R_LANGUAGE,LANGUAGE_ID
PPDM_SYSTEM_ALIAS,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
PPDM_QUALITY_CONTROL,RETENTION_PERIOD,R_RETENTION_PERIOD,RETENTION_PERIOD
PPDM_QUALITY_CONTROL,QC_STATUS,R_PPDM_QC_STATUS,QC_STATUS
PPDM_PROCEDURE,PROCEDURE_TYPE,R_PPDM_PROC_TYPE,PROCEDURE_TYPE
PPDM_OBJECT_STATUS,OBJECT_TYPE,R_PPDM_OBJECT_TYPE,OBJECT_TYPE
PPDM_METRIC_COMPONENT,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
PPDM_GROUP_OWNER,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
PPDM_GROUP_OBJECT,OUTPUT_FONT_BACKGR_COLOR,R_COLOR,COLOR
PPDM_COLUMN_ALIAS,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
PPDM_AUDIT_HISTORY_REM,REMARK_USE_TYPE,R_REMARK_USE_TYPE,REMARK_USE_TYPE
PPDM_AUDIT_HISTORY,AUDIT_REASON,R_PPDM_AUDIT_REASON,AUDIT_REASON
POOL_VERSION,POOL_TYPE,R_POOL_TYPE,POOL_TYPE
PDEN_XREF,PDEN_XREF_TYPE,R_PDEN_XREF_TYPE,PDEN_XREF_TYPE
PDEN_DECLINE_CASE,DECLINE_TYPE,R_DECLINE_TYPE,DECLINE_TYPE
PDEN_ALLOC_FACTOR,ACTIVITY_TYPE,R_ACTIVITY_TYPE,ACTIVITY_TYPE
PDEN,PLOT_SYMBOL,R_PLOT_SYMBOL,PLOT_SYMBOL
PALEO_THERMAL_ALT_IND,TAI_COLOR,R_FOS_TAI_COLOR,TAI_COLOR
PALEO_SUM_XREF,PALEO_XREF_TYPE,R_PAL_SUM_XREF_TYPE,PALEO_XREF_TYPE
PALEO_SUM_AUTHOR,AUTHOR_TYPE,R_AUTHOR_TYPE,AUTHOR_TYPE
OBLIG_TYPE,LAND_OBLIG_TYPE,R_OBLIG_TYPE,LAND_OBLIG_TYPE
OBLIG_PAYMENT_INSTR,SUSPEND_PAYMENT_REASON,R_OBLIG_SUSPEND_PAY,SUSPEND_PAYMENT_REASON
OBLIG_CALC,CALCULATION_POINT,R_OBLIG_CALC_POINT,CALCULATION_POINT
OBLIGATION,OBLIGATION_CATEGORY,R_OBLIG_CATEGORY,LAND_OBLIG_CATEGORY
LITH_SAMPLE_COLLECTION,CORE_TYPE,R_CORE_TYPE,CORE_TYPE
LITH_SAMPLE_COLLECTION,COLLECT_METHOD,R_LITH_COLLECT_METHOD,COLLECT_METHOD
LITH_DEP_ENV_INT,DEPOSITIONAL_ENVIRONMENT,R_LITH_DEP_ENV,DEPOSITIONAL_ENVIRONMENT
LEGAL_TEXAS_LOC,EW_START_LINE,R_EW_START_LINE,EW_START_LINE
LEGAL_OHIO_LOC,EW_START_LINE,R_EW_START_LINE,EW_START_LINE
LEGAL_OHIO_LOC,FOOTAGE_ORIGIN,R_FOOTAGE_ORIGIN,FOOTAGE_ORIGIN
LEGAL_OFFSHORE_LOC,EW_START_LINE,R_EW_START_LINE,EW_START_LINE
LEGAL_OFFSHORE_LOC,LOCATION_TYPE,R_LOCATION_TYPE,LOCATION_TYPE
LEGAL_OFFSHORE_LOC,WATER_BOTTOM_ZONE,R_WATER_BOTTOM_ZONE,WATER_BOTTOM_ZONE
LEGAL_OFFSHORE_LOC,GRID_BLOCK_EW,R_EW_DIRECTION,EW_DIRECTION
LEGAL_NE_LOC,LOCATION_TYPE,R_LOCATION_TYPE,LOCATION_TYPE
LEGAL_LOC_REMARK,REMARK_TYPE,R_REMARK_TYPE,REMARK_TYPE
LAND_STATUS,STATUS_TYPE,R_LAND_RIGHT_STATUS,LAND_RIGHT_STATUS
LAND_STATUS,STATUS_TYPE,R_LAND_RIGHT_STATUS,STATUS_TYPE
LAND_SALE_REQUEST,LAND_REQ_STATUS,R_LAND_REQ_STATUS,LAND_REQ_STATUS
LAND_SALE_BID,BID_STATUS,R_LAND_BID_STATUS,LAND_BID_STATUS
LAND_SALE_BID,BID_TYPE,R_LAND_BID_TYPE,LAND_BID_TYPE
LAND_SALE_BID,CASH_BID_TYPE,R_LAND_CASH_BID_TYPE,CASH_BID_TYPE
LAND_RIGHT_FIELD,XREF_TYPE,R_LR_FIELD_XREF,XREF_TYPE
LAND_RIGHT,LAND_RIGHT_CATEGORY,R_LAND_RIGHT_CATEGORY,LAND_RIGHT_CATEGORY
LAND_RIGHT,LAND_CASE_ACTION,R_LAND_CASE_ACTION,LAND_CASE_ACTION
INT_SET_XREF,INT_SET_XREF_TYPE,R_INT_SET_XREF_TYPE,INT_SET_XREF_TYPE
INTEREST_SET,INTEREST_SET_TYPE,R_INT_SET_TYPE,INTEREST_SET_TYPE
FOSSIL_TAXON_LEAF,TAXON_LEVEL,R_FOS_TAXON_LEVEL,TAXON_LEVEL
FOSSIL_DESC,DESCRIPTION_CODE,R_FOS_DESC_CODE,DESCRIPTION_CODE
FIELD_ALIAS,ALIAS_TYPE,R_ALIAS_TYPE,ALIAS_TYPE
FACILITY_VERSION,FACILITY_STATUS,R_FACILITY_STATUS,FACILITY_STATUS
FACILITY_MAINT_STATUS,MAINTAIN_STATUS_TYPE,R_FAC_MAINT_STATUS,MAINTAIN_STATUS
FACILITY_DESCRIPTION,SPEC_TYPE,R_FACILITY_SPEC_TYPE,SPEC_TYPE
FACILITY_BA_SERVICE,BA_SERVICE_TYPE,R_BA_SERVICE_TYPE,BA_SERVICE_TYPE
FACILITY_ALIAS,ALIAS_REASON_TYPE,R_ALIAS_REASON_TYPE,REASON_TYPE
FACILITY,PIPELINE_TYPE,R_FAC_PIPE_TYPE,PIPELINE_TYPE
EQUIPMENT_STATUS,EQUIP_STATUS_TYPE,R_EQUIP_STATUS,EQUIP_STATUS
EQUIPMENT_STATUS,EQUIP_STATUS,R_EQUIP_STATUS,STATUS_TYPE
EQUIPMENT_SPEC_SET_SPEC,SPEC_TYPE,R_EQUIP_SPEC,SPEC_TYPE
EQUIPMENT_MAINT_STATUS,MAINTAIN_STATUS,R_EQUIP_MAINT_STATUS,MAINTAIN_STATUS
ECOZONE_HIERARCHY,HIERARCHY_LEVEL,R_ECOZONE_HIER_LEVEL,HIERARCHY_LEVEL
